,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.756 [0.722 - 0.788],0.695 [0.690 - 0.699],0.692 [0.629 - 0.750],0.695 [0.690 - 0.699],0.010 [0.009 - 0.012],0.386 [0.324 - 0.445],0.020 [0.017 - 0.024]
Demographic,0.773 [0.738 - 0.802],0.714 [0.710 - 0.719],0.713 [0.649 - 0.773],0.714 [0.710 - 0.719],0.011 [0.010 - 0.013],0.427 [0.363 - 0.488],0.023 [0.019 - 0.026]
Protein+Demographic,0.777 [0.743 - 0.806],0.718 [0.713 - 0.722],0.718 [0.651 - 0.777],0.718 [0.713 - 0.722],0.012 [0.010 - 0.014],0.435 [0.371 - 0.496],0.023 [0.019 - 0.027]
