,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.621 [0.570 - 0.668],0.598 [0.593 - 0.604],0.604 [0.515 - 0.690],0.598 [0.593 - 0.604],0.006 [0.005 - 0.008],0.203 [0.113 - 0.289],0.013 [0.010 - 0.016]
Demographic,0.523 [0.467 - 0.573],0.509 [0.503 - 0.515],0.508 [0.416 - 0.595],0.509 [0.504 - 0.515],0.004 [0.003 - 0.006],0.017 [-0.075 - 0.106],0.009 [0.007 - 0.011]
Protein+Demographic,0.625 [0.575 - 0.674],0.591 [0.585 - 0.597],0.592 [0.504 - 0.683],0.591 [0.585 - 0.597],0.006 [0.005 - 0.008],0.183 [0.096 - 0.272],0.012 [0.010 - 0.015]
