,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.949 [0.938 - 0.958],0.879 [0.876 - 0.882],0.879 [0.849 - 0.908],0.879 [0.876 - 0.882],0.059 [0.053 - 0.065],0.758 [0.727 - 0.787],0.110 [0.101 - 0.121]
Demographic,0.814 [0.793 - 0.832],0.736 [0.732 - 0.739],0.736 [0.691 - 0.776],0.736 [0.732 - 0.739],0.023 [0.021 - 0.026],0.472 [0.427 - 0.513],0.045 [0.041 - 0.050]
Protein+Demographic,0.950 [0.941 - 0.959],0.884 [0.881 - 0.887],0.881 [0.850 - 0.910],0.884 [0.881 - 0.887],0.061 [0.056 - 0.068],0.765 [0.734 - 0.794],0.114 [0.105 - 0.126]
