,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.807 [0.798 - 0.817],0.734 [0.730 - 0.738],0.733 [0.715 - 0.752],0.734 [0.730 - 0.738],0.134 [0.129 - 0.140],0.467 [0.447 - 0.487],0.227 [0.218 - 0.236]
Demographic,0.744 [0.735 - 0.754],0.681 [0.677 - 0.685],0.681 [0.662 - 0.699],0.681 [0.677 - 0.686],0.107 [0.103 - 0.112],0.362 [0.342 - 0.381],0.185 [0.178 - 0.193]
Protein+Demographic,0.814 [0.805 - 0.824],0.741 [0.737 - 0.745],0.741 [0.723 - 0.759],0.741 [0.736 - 0.745],0.139 [0.133 - 0.145],0.481 [0.463 - 0.500],0.234 [0.225 - 0.243]
