,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.725 [0.691 - 0.756],0.672 [0.668 - 0.676],0.673 [0.616 - 0.730],0.672 [0.668 - 0.676],0.010 [0.009 - 0.012],0.345 [0.288 - 0.400],0.021 [0.018 - 0.024]
Demographic,0.746 [0.712 - 0.781],0.683 [0.680 - 0.688],0.687 [0.628 - 0.743],0.683 [0.680 - 0.688],0.011 [0.010 - 0.013],0.370 [0.312 - 0.426],0.022 [0.019 - 0.025]
Protein+Demographic,0.733 [0.698 - 0.767],0.674 [0.670 - 0.678],0.677 [0.623 - 0.734],0.674 [0.670 - 0.679],0.011 [0.009 - 0.012],0.351 [0.297 - 0.408],0.021 [0.018 - 0.024]
