,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.846 [0.819 - 0.873],0.761 [0.758 - 0.765],0.759 [0.705 - 0.814],0.761 [0.758 - 0.765],0.016 [0.014 - 0.018],0.521 [0.468 - 0.575],0.031 [0.027 - 0.036]
Demographic,0.557 [0.523 - 0.592],0.549 [0.545 - 0.554],0.550 [0.488 - 0.615],0.549 [0.545 - 0.554],0.006 [0.005 - 0.007],0.100 [0.037 - 0.166],0.012 [0.010 - 0.014]
Protein+Demographic,0.844 [0.816 - 0.871],0.754 [0.750 - 0.758],0.756 [0.702 - 0.810],0.754 [0.750 - 0.758],0.015 [0.013 - 0.018],0.510 [0.456 - 0.565],0.030 [0.026 - 0.035]
