,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.691 [0.653 - 0.731],0.624 [0.620 - 0.628],0.624 [0.553 - 0.696],0.624 [0.620 - 0.628],0.006 [0.005 - 0.007],0.248 [0.176 - 0.320],0.012 [0.010 - 0.014]
Demographic,0.660 [0.622 - 0.700],0.618 [0.614 - 0.622],0.618 [0.546 - 0.693],0.618 [0.614 - 0.622],0.006 [0.005 - 0.007],0.235 [0.162 - 0.312],0.011 [0.009 - 0.014]
Protein+Demographic,0.704 [0.664 - 0.744],0.638 [0.634 - 0.642],0.642 [0.570 - 0.712],0.638 [0.634 - 0.642],0.006 [0.005 - 0.007],0.279 [0.206 - 0.351],0.012 [0.010 - 0.015]
