,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.889 [0.861 - 0.912],0.831 [0.827 - 0.836],0.832 [0.767 - 0.893],0.831 [0.827 - 0.836],0.025 [0.020 - 0.029],0.663 [0.598 - 0.726],0.048 [0.039 - 0.057]
Demographic,0.905 [0.890 - 0.919],0.825 [0.821 - 0.829],0.825 [0.762 - 0.885],0.825 [0.821 - 0.829],0.024 [0.020 - 0.028],0.650 [0.585 - 0.710],0.046 [0.039 - 0.054]
Protein+Demographic,0.932 [0.919 - 0.942],0.858 [0.854 - 0.862],0.862 [0.801 - 0.916],0.858 [0.854 - 0.862],0.030 [0.025 - 0.036],0.720 [0.660 - 0.773],0.058 [0.048 - 0.069]
