,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.897 [0.889 - 0.904],0.827 [0.823 - 0.830],0.828 [0.811 - 0.844],0.827 [0.823 - 0.831],0.197 [0.189 - 0.206],0.655 [0.637 - 0.671],0.319 [0.306 - 0.330]
Demographic,0.795 [0.786 - 0.803],0.720 [0.715 - 0.724],0.720 [0.701 - 0.738],0.720 [0.715 - 0.724],0.117 [0.111 - 0.122],0.440 [0.420 - 0.460],0.201 [0.192 - 0.210]
Protein+Demographic,0.901 [0.894 - 0.907],0.829 [0.825 - 0.832],0.829 [0.812 - 0.845],0.829 [0.825 - 0.832],0.199 [0.190 - 0.208],0.658 [0.641 - 0.674],0.321 [0.309 - 0.333]
