,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.807 [0.792 - 0.821],0.735 [0.731 - 0.739],0.736 [0.710 - 0.762],0.735 [0.731 - 0.739],0.076 [0.071 - 0.082],0.471 [0.445 - 0.497],0.139 [0.130 - 0.147]
Demographic,0.760 [0.746 - 0.774],0.700 [0.695 - 0.705],0.700 [0.673 - 0.725],0.700 [0.695 - 0.705],0.065 [0.061 - 0.070],0.400 [0.372 - 0.426],0.119 [0.111 - 0.127]
Protein+Demographic,0.820 [0.806 - 0.834],0.749 [0.744 - 0.753],0.748 [0.723 - 0.775],0.749 [0.744 - 0.753],0.082 [0.076 - 0.087],0.497 [0.471 - 0.523],0.147 [0.138 - 0.156]
