,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.718 [0.675 - 0.758],0.657 [0.653 - 0.661],0.658 [0.582 - 0.727],0.657 [0.653 - 0.661],0.006 [0.005 - 0.008],0.315 [0.240 - 0.383],0.013 [0.010 - 0.015]
Demographic,0.654 [0.615 - 0.693],0.610 [0.606 - 0.614],0.611 [0.542 - 0.680],0.610 [0.606 - 0.614],0.005 [0.004 - 0.006],0.221 [0.151 - 0.288],0.010 [0.009 - 0.012]
Protein+Demographic,0.726 [0.683 - 0.765],0.658 [0.654 - 0.662],0.663 [0.591 - 0.730],0.658 [0.654 - 0.662],0.006 [0.005 - 0.008],0.321 [0.250 - 0.388],0.013 [0.010 - 0.015]
