,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.952 [0.920 - 0.974],0.884 [0.882 - 0.887],0.884 [0.821 - 0.937],0.884 [0.882 - 0.887],0.016 [0.013 - 0.019],0.768 [0.705 - 0.822],0.031 [0.025 - 0.037]
Demographic,0.734 [0.685 - 0.787],0.691 [0.687 - 0.695],0.692 [0.600 - 0.777],0.691 [0.687 - 0.695],0.005 [0.004 - 0.006],0.382 [0.293 - 0.467],0.009 [0.007 - 0.012]
Protein+Demographic,0.951 [0.919 - 0.974],0.881 [0.879 - 0.884],0.883 [0.819 - 0.938],0.881 [0.879 - 0.884],0.015 [0.012 - 0.019],0.764 [0.700 - 0.819],0.030 [0.025 - 0.036]
