,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.704 [0.667 - 0.739],0.643 [0.639 - 0.648],0.643 [0.584 - 0.707],0.643 [0.639 - 0.648],0.007 [0.006 - 0.008],0.286 [0.227 - 0.350],0.014 [0.012 - 0.017]
Demographic,0.611 [0.570 - 0.650],0.591 [0.587 - 0.596],0.592 [0.525 - 0.656],0.591 [0.587 - 0.596],0.006 [0.005 - 0.007],0.184 [0.116 - 0.247],0.012 [0.010 - 0.014]
Protein+Demographic,0.716 [0.681 - 0.749],0.654 [0.650 - 0.658],0.653 [0.593 - 0.714],0.654 [0.650 - 0.658],0.008 [0.006 - 0.009],0.306 [0.247 - 0.370],0.015 [0.013 - 0.017]
