,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.895 [0.876 - 0.911],0.819 [0.815 - 0.824],0.820 [0.758 - 0.874],0.819 [0.814 - 0.824],0.027 [0.023 - 0.032],0.640 [0.577 - 0.692],0.052 [0.044 - 0.061]
Demographic,0.902 [0.889 - 0.914],0.824 [0.820 - 0.829],0.823 [0.764 - 0.881],0.824 [0.820 - 0.829],0.028 [0.024 - 0.033],0.648 [0.588 - 0.705],0.054 [0.046 - 0.063]
Protein+Demographic,0.917 [0.905 - 0.929],0.829 [0.824 - 0.833],0.831 [0.776 - 0.883],0.829 [0.824 - 0.833],0.029 [0.024 - 0.034],0.660 [0.604 - 0.712],0.056 [0.047 - 0.065]
