,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.570 [0.523 - 0.611],0.565 [0.559 - 0.572],0.567 [0.487 - 0.641],0.565 [0.558 - 0.572],0.011 [0.009 - 0.013],0.132 [0.051 - 0.205],0.021 [0.017 - 0.026]
Demographic,0.603 [0.559 - 0.647],0.582 [0.575 - 0.589],0.584 [0.509 - 0.659],0.582 [0.575 - 0.589],0.012 [0.009 - 0.014],0.167 [0.092 - 0.242],0.023 [0.019 - 0.027]
Protein+Demographic,0.595 [0.550 - 0.635],0.582 [0.575 - 0.588],0.572 [0.497 - 0.647],0.582 [0.575 - 0.588],0.011 [0.009 - 0.014],0.154 [0.077 - 0.230],0.022 [0.018 - 0.027]
