,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.753 [0.739 - 0.765],0.684 [0.680 - 0.688],0.684 [0.658 - 0.709],0.684 [0.680 - 0.688],0.054 [0.051 - 0.058],0.368 [0.340 - 0.392],0.100 [0.094 - 0.107]
Demographic,0.694 [0.680 - 0.708],0.638 [0.634 - 0.642],0.639 [0.613 - 0.663],0.638 [0.634 - 0.642],0.044 [0.042 - 0.048],0.277 [0.250 - 0.301],0.083 [0.078 - 0.089]
Protein+Demographic,0.753 [0.740 - 0.766],0.684 [0.680 - 0.688],0.684 [0.657 - 0.709],0.684 [0.680 - 0.688],0.054 [0.051 - 0.058],0.368 [0.341 - 0.393],0.100 [0.094 - 0.106]
