,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.684 [0.657 - 0.708],0.617 [0.611 - 0.624],0.619 [0.570 - 0.664],0.617 [0.611 - 0.624],0.028 [0.024 - 0.031],0.237 [0.189 - 0.282],0.053 [0.046 - 0.059]
Demographic,0.662 [0.636 - 0.688],0.628 [0.622 - 0.635],0.627 [0.576 - 0.682],0.628 [0.621 - 0.635],0.029 [0.025 - 0.032],0.255 [0.202 - 0.309],0.055 [0.048 - 0.062]
Protein+Demographic,0.735 [0.710 - 0.758],0.665 [0.659 - 0.672],0.666 [0.616 - 0.713],0.665 [0.659 - 0.672],0.034 [0.030 - 0.038],0.331 [0.282 - 0.380],0.064 [0.057 - 0.072]
