,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.712 [0.673 - 0.749],0.649 [0.644 - 0.654],0.651 [0.583 - 0.716],0.649 [0.644 - 0.654],0.010 [0.009 - 0.012],0.300 [0.232 - 0.363],0.021 [0.017 - 0.024]
Demographic,0.643 [0.608 - 0.681],0.607 [0.602 - 0.612],0.606 [0.541 - 0.667],0.607 [0.602 - 0.612],0.009 [0.007 - 0.010],0.214 [0.149 - 0.274],0.017 [0.014 - 0.020]
Protein+Demographic,0.726 [0.690 - 0.761],0.662 [0.658 - 0.667],0.662 [0.592 - 0.720],0.662 [0.658 - 0.667],0.011 [0.009 - 0.013],0.324 [0.253 - 0.384],0.022 [0.018 - 0.025]
