,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.803 [0.791 - 0.814],0.723 [0.719 - 0.728],0.725 [0.704 - 0.747],0.723 [0.719 - 0.728],0.113 [0.107 - 0.119],0.449 [0.427 - 0.470],0.196 [0.187 - 0.205]
Demographic,0.667 [0.654 - 0.683],0.620 [0.615 - 0.625],0.620 [0.596 - 0.645],0.620 [0.615 - 0.625],0.073 [0.069 - 0.078],0.240 [0.215 - 0.266],0.131 [0.124 - 0.139]
Protein+Demographic,0.804 [0.793 - 0.815],0.727 [0.722 - 0.731],0.728 [0.707 - 0.748],0.727 [0.722 - 0.731],0.115 [0.109 - 0.121],0.455 [0.433 - 0.476],0.198 [0.189 - 0.207]
