,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.898 [0.882 - 0.912],0.816 [0.813 - 0.819],0.815 [0.774 - 0.851],0.816 [0.813 - 0.819],0.034 [0.030 - 0.037],0.632 [0.591 - 0.668],0.065 [0.058 - 0.072]
Demographic,0.926 [0.912 - 0.939],0.854 [0.851 - 0.857],0.856 [0.819 - 0.890],0.854 [0.851 - 0.857],0.044 [0.040 - 0.049],0.710 [0.673 - 0.744],0.084 [0.076 - 0.092]
Protein+Demographic,0.938 [0.925 - 0.949],0.867 [0.864 - 0.870],0.867 [0.830 - 0.899],0.867 [0.864 - 0.870],0.049 [0.044 - 0.054],0.735 [0.697 - 0.765],0.092 [0.084 - 0.102]
