,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.847 [0.812 - 0.881],0.771 [0.766 - 0.776],0.771 [0.686 - 0.849],0.771 [0.766 - 0.776],0.013 [0.010 - 0.015],0.541 [0.456 - 0.622],0.025 [0.020 - 0.030]
Demographic,0.915 [0.892 - 0.933],0.831 [0.826 - 0.836],0.832 [0.755 - 0.897],0.831 [0.826 - 0.836],0.018 [0.015 - 0.022],0.662 [0.586 - 0.728],0.036 [0.029 - 0.043]
Protein+Demographic,0.904 [0.879 - 0.924],0.830 [0.826 - 0.835],0.829 [0.752 - 0.900],0.830 [0.826 - 0.835],0.018 [0.015 - 0.022],0.659 [0.583 - 0.731],0.036 [0.029 - 0.043]
