,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.597 [0.560 - 0.632],0.555 [0.550 - 0.561],0.557 [0.496 - 0.615],0.555 [0.550 - 0.561],0.011 [0.009 - 0.013],0.112 [0.051 - 0.173],0.022 [0.019 - 0.026]
Demographic,0.597 [0.562 - 0.634],0.597 [0.592 - 0.603],0.596 [0.539 - 0.659],0.597 [0.592 - 0.604],0.013 [0.011 - 0.016],0.193 [0.136 - 0.256],0.026 [0.022 - 0.030]
Protein+Demographic,0.637 [0.603 - 0.671],0.596 [0.590 - 0.601],0.594 [0.534 - 0.657],0.596 [0.590 - 0.601],0.013 [0.011 - 0.015],0.189 [0.130 - 0.255],0.026 [0.022 - 0.030]
