,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.764 [0.741 - 0.785],0.684 [0.680 - 0.688],0.683 [0.643 - 0.719],0.684 [0.680 - 0.688],0.021 [0.019 - 0.024],0.367 [0.327 - 0.405],0.041 [0.037 - 0.046]
Demographic,0.655 [0.632 - 0.680],0.608 [0.603 - 0.612],0.607 [0.565 - 0.650],0.608 [0.603 - 0.612],0.015 [0.014 - 0.017],0.215 [0.173 - 0.258],0.030 [0.027 - 0.033]
Protein+Demographic,0.765 [0.742 - 0.786],0.691 [0.687 - 0.696],0.691 [0.651 - 0.726],0.691 [0.687 - 0.696],0.022 [0.020 - 0.024],0.382 [0.341 - 0.418],0.043 [0.039 - 0.047]
