,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.694 [0.681 - 0.705],0.635 [0.631 - 0.639],0.636 [0.615 - 0.656],0.635 [0.631 - 0.640],0.068 [0.065 - 0.072],0.271 [0.250 - 0.292],0.123 [0.117 - 0.129]
Demographic,0.643 [0.630 - 0.655],0.606 [0.602 - 0.610],0.606 [0.586 - 0.629],0.606 [0.602 - 0.610],0.061 [0.058 - 0.064],0.213 [0.191 - 0.236],0.110 [0.105 - 0.117]
Protein+Demographic,0.703 [0.691 - 0.715],0.646 [0.641 - 0.650],0.646 [0.625 - 0.667],0.646 [0.641 - 0.650],0.071 [0.068 - 0.075],0.292 [0.270 - 0.313],0.128 [0.122 - 0.135]
