,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.581 [0.544 - 0.614],0.569 [0.564 - 0.574],0.570 [0.507 - 0.623],0.569 [0.564 - 0.574],0.010 [0.009 - 0.012],0.139 [0.076 - 0.193],0.020 [0.017 - 0.023]
Demographic,0.624 [0.592 - 0.656],0.601 [0.597 - 0.606],0.603 [0.546 - 0.656],0.601 [0.596 - 0.606],0.012 [0.010 - 0.013],0.203 [0.148 - 0.257],0.023 [0.020 - 0.026]
Protein+Demographic,0.585 [0.548 - 0.616],0.567 [0.562 - 0.572],0.567 [0.508 - 0.622],0.567 [0.562 - 0.572],0.010 [0.009 - 0.012],0.134 [0.072 - 0.189],0.020 [0.017 - 0.023]
