,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.901 [0.895 - 0.908],0.831 [0.827 - 0.834],0.831 [0.814 - 0.847],0.830 [0.827 - 0.834],0.189 [0.181 - 0.197],0.661 [0.644 - 0.678],0.308 [0.296 - 0.319]
Demographic,0.796 [0.788 - 0.806],0.724 [0.720 - 0.728],0.724 [0.705 - 0.743],0.724 [0.720 - 0.728],0.111 [0.105 - 0.116],0.448 [0.429 - 0.468],0.192 [0.184 - 0.201]
Protein+Demographic,0.903 [0.896 - 0.910],0.831 [0.828 - 0.835],0.831 [0.815 - 0.848],0.831 [0.828 - 0.835],0.190 [0.181 - 0.199],0.663 [0.646 - 0.680],0.309 [0.297 - 0.321]
