,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.808 [0.777 - 0.833],0.733 [0.728 - 0.738],0.735 [0.659 - 0.803],0.733 [0.728 - 0.738],0.013 [0.011 - 0.016],0.469 [0.389 - 0.538],0.026 [0.022 - 0.032]
Demographic,0.875 [0.856 - 0.893],0.806 [0.801 - 0.811],0.808 [0.740 - 0.872],0.806 [0.801 - 0.810],0.020 [0.017 - 0.024],0.614 [0.548 - 0.680],0.040 [0.033 - 0.047]
Protein+Demographic,0.854 [0.833 - 0.872],0.788 [0.783 - 0.793],0.785 [0.712 - 0.850],0.788 [0.783 - 0.793],0.018 [0.015 - 0.021],0.573 [0.500 - 0.637],0.035 [0.029 - 0.042]
