,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.883 [0.851 - 0.914],0.803 [0.800 - 0.806],0.804 [0.740 - 0.868],0.803 [0.800 - 0.806],0.012 [0.010 - 0.014],0.607 [0.543 - 0.671],0.023 [0.019 - 0.028]
Demographic,0.891 [0.856 - 0.917],0.812 [0.809 - 0.816],0.814 [0.744 - 0.873],0.812 [0.809 - 0.816],0.012 [0.010 - 0.015],0.625 [0.557 - 0.687],0.025 [0.020 - 0.029]
Protein+Demographic,0.912 [0.880 - 0.940],0.843 [0.840 - 0.846],0.840 [0.780 - 0.899],0.843 [0.840 - 0.846],0.015 [0.013 - 0.018],0.682 [0.622 - 0.743],0.030 [0.025 - 0.036]
