,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.741 [0.693 - 0.786],0.651 [0.645 - 0.657],0.651 [0.562 - 0.736],0.651 [0.645 - 0.657],0.010 [0.008 - 0.013],0.301 [0.212 - 0.389],0.020 [0.015 - 0.025]
Demographic,0.568 [0.520 - 0.618],0.547 [0.540 - 0.553],0.545 [0.447 - 0.640],0.547 [0.540 - 0.553],0.007 [0.005 - 0.008],0.092 [-0.006 - 0.189],0.013 [0.010 - 0.017]
Protein+Demographic,0.755 [0.705 - 0.800],0.672 [0.665 - 0.678],0.676 [0.583 - 0.771],0.671 [0.665 - 0.678],0.011 [0.009 - 0.014],0.348 [0.257 - 0.445],0.022 [0.017 - 0.028]
