,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.807 [0.772 - 0.841],0.743 [0.739 - 0.747],0.744 [0.686 - 0.802],0.743 [0.739 - 0.747],0.013 [0.011 - 0.015],0.487 [0.428 - 0.545],0.025 [0.022 - 0.029]
Demographic,0.653 [0.616 - 0.689],0.623 [0.619 - 0.628],0.624 [0.559 - 0.685],0.623 [0.619 - 0.628],0.007 [0.006 - 0.009],0.247 [0.182 - 0.309],0.015 [0.012 - 0.017]
Protein+Demographic,0.803 [0.766 - 0.836],0.737 [0.733 - 0.741],0.744 [0.683 - 0.802],0.737 [0.733 - 0.741],0.013 [0.011 - 0.014],0.481 [0.420 - 0.537],0.025 [0.021 - 0.028]
