,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.740 [0.709 - 0.769],0.675 [0.671 - 0.680],0.674 [0.623 - 0.722],0.675 [0.671 - 0.680],0.018 [0.016 - 0.020],0.349 [0.299 - 0.397],0.035 [0.031 - 0.039]
Demographic,0.658 [0.628 - 0.686],0.618 [0.613 - 0.623],0.618 [0.565 - 0.670],0.618 [0.613 - 0.623],0.014 [0.012 - 0.016],0.236 [0.182 - 0.288],0.028 [0.024 - 0.031]
Protein+Demographic,0.760 [0.730 - 0.789],0.693 [0.689 - 0.698],0.696 [0.649 - 0.745],0.693 [0.689 - 0.698],0.020 [0.017 - 0.022],0.389 [0.340 - 0.440],0.038 [0.034 - 0.043]
