,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.524 [0.476 - 0.576],0.509 [0.503 - 0.516],0.508 [0.421 - 0.590],0.509 [0.504 - 0.516],0.005 [0.004 - 0.006],0.017 [-0.071 - 0.100],0.010 [0.008 - 0.013]
Demographic,0.558 [0.512 - 0.605],0.534 [0.528 - 0.540],0.538 [0.449 - 0.622],0.534 [0.528 - 0.540],0.006 [0.004 - 0.007],0.072 [-0.018 - 0.156],0.011 [0.009 - 0.014]
Protein+Demographic,0.517 [0.471 - 0.564],0.499 [0.493 - 0.505],0.500 [0.417 - 0.583],0.499 [0.493 - 0.505],0.005 [0.004 - 0.006],-0.001 [-0.082 - 0.083],0.010 [0.008 - 0.012]
