,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.753 [0.740 - 0.766],0.691 [0.687 - 0.696],0.692 [0.665 - 0.717],0.692 [0.687 - 0.696],0.070 [0.065 - 0.074],0.384 [0.357 - 0.410],0.127 [0.119 - 0.134]
Demographic,0.744 [0.731 - 0.756],0.683 [0.678 - 0.687],0.684 [0.656 - 0.708],0.683 [0.678 - 0.688],0.067 [0.063 - 0.072],0.366 [0.338 - 0.392],0.123 [0.115 - 0.130]
Protein+Demographic,0.768 [0.756 - 0.780],0.696 [0.691 - 0.700],0.696 [0.670 - 0.722],0.696 [0.691 - 0.701],0.071 [0.067 - 0.076],0.392 [0.365 - 0.417],0.129 [0.122 - 0.137]
