,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.605 [0.569 - 0.638],0.579 [0.573 - 0.584],0.576 [0.514 - 0.638],0.579 [0.573 - 0.585],0.013 [0.010 - 0.015],0.155 [0.092 - 0.219],0.025 [0.020 - 0.029]
Demographic,0.593 [0.556 - 0.630],0.589 [0.584 - 0.595],0.587 [0.526 - 0.645],0.589 [0.584 - 0.595],0.013 [0.011 - 0.015],0.176 [0.114 - 0.237],0.026 [0.022 - 0.030]
Protein+Demographic,0.639 [0.605 - 0.672],0.592 [0.586 - 0.597],0.591 [0.530 - 0.652],0.592 [0.586 - 0.597],0.013 [0.011 - 0.016],0.182 [0.122 - 0.244],0.026 [0.022 - 0.030]
