,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.770 [0.736 - 0.801],0.703 [0.699 - 0.707],0.702 [0.647 - 0.753],0.703 [0.699 - 0.707],0.014 [0.012 - 0.015],0.405 [0.351 - 0.458],0.027 [0.023 - 0.030]
Demographic,0.670 [0.637 - 0.701],0.624 [0.620 - 0.628],0.626 [0.567 - 0.684],0.624 [0.620 - 0.628],0.010 [0.008 - 0.011],0.250 [0.191 - 0.307],0.019 [0.016 - 0.022]
Protein+Demographic,0.779 [0.746 - 0.809],0.699 [0.695 - 0.703],0.704 [0.647 - 0.756],0.699 [0.695 - 0.703],0.013 [0.012 - 0.015],0.403 [0.344 - 0.456],0.026 [0.023 - 0.030]
