,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.595 [0.557 - 0.633],0.577 [0.572 - 0.581],0.578 [0.510 - 0.645],0.577 [0.572 - 0.581],0.005 [0.004 - 0.006],0.154 [0.088 - 0.222],0.011 [0.009 - 0.013]
Demographic,0.642 [0.595 - 0.683],0.643 [0.639 - 0.647],0.644 [0.576 - 0.706],0.643 [0.639 - 0.647],0.007 [0.006 - 0.008],0.287 [0.218 - 0.350],0.014 [0.012 - 0.017]
Protein+Demographic,0.635 [0.595 - 0.676],0.624 [0.619 - 0.628],0.620 [0.554 - 0.689],0.624 [0.620 - 0.628],0.006 [0.005 - 0.008],0.243 [0.180 - 0.314],0.013 [0.011 - 0.015]
