,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.623 [0.583 - 0.663],0.600 [0.595 - 0.604],0.601 [0.537 - 0.661],0.600 [0.595 - 0.604],0.007 [0.006 - 0.008],0.201 [0.136 - 0.262],0.014 [0.012 - 0.016]
Demographic,0.629 [0.589 - 0.664],0.592 [0.588 - 0.597],0.591 [0.527 - 0.652],0.592 [0.588 - 0.597],0.007 [0.006 - 0.008],0.183 [0.120 - 0.243],0.013 [0.011 - 0.015]
Protein+Demographic,0.652 [0.610 - 0.690],0.609 [0.605 - 0.613],0.612 [0.545 - 0.671],0.609 [0.605 - 0.613],0.007 [0.006 - 0.008],0.220 [0.154 - 0.280],0.014 [0.012 - 0.017]
