,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.831 [0.809 - 0.853],0.769 [0.765 - 0.774],0.767 [0.699 - 0.827],0.769 [0.765 - 0.774],0.020 [0.017 - 0.023],0.537 [0.472 - 0.598],0.039 [0.033 - 0.045]
Demographic,0.879 [0.859 - 0.894],0.798 [0.793 - 0.802],0.799 [0.735 - 0.855],0.798 [0.793 - 0.802],0.024 [0.020 - 0.028],0.597 [0.533 - 0.653],0.046 [0.038 - 0.054]
Protein+Demographic,0.873 [0.856 - 0.888],0.795 [0.790 - 0.800],0.799 [0.738 - 0.855],0.795 [0.790 - 0.800],0.023 [0.020 - 0.027],0.593 [0.532 - 0.649],0.045 [0.038 - 0.053]
