,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.532 [0.512 - 0.552],0.522 [0.517 - 0.526],0.522 [0.487 - 0.557],0.522 [0.517 - 0.526],0.018 [0.016 - 0.020],0.043 [0.010 - 0.078],0.035 [0.032 - 0.038]
Demographic,0.533 [0.512 - 0.553],0.514 [0.510 - 0.519],0.514 [0.480 - 0.547],0.514 [0.510 - 0.519],0.018 [0.016 - 0.019],0.029 [-0.005 - 0.060],0.034 [0.031 - 0.037]
Protein+Demographic,0.554 [0.533 - 0.575],0.537 [0.533 - 0.542],0.537 [0.503 - 0.570],0.537 [0.533 - 0.542],0.019 [0.018 - 0.021],0.075 [0.041 - 0.106],0.037 [0.034 - 0.041]
