,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.882 [0.861 - 0.901],0.793 [0.788 - 0.797],0.799 [0.736 - 0.858],0.793 [0.788 - 0.797],0.021 [0.017 - 0.024],0.592 [0.529 - 0.652],0.040 [0.034 - 0.047]
Demographic,0.909 [0.896 - 0.920],0.854 [0.850 - 0.858],0.856 [0.799 - 0.907],0.854 [0.850 - 0.858],0.031 [0.026 - 0.036],0.709 [0.652 - 0.760],0.060 [0.051 - 0.069]
Protein+Demographic,0.914 [0.900 - 0.927],0.836 [0.832 - 0.841],0.836 [0.778 - 0.893],0.836 [0.832 - 0.841],0.027 [0.023 - 0.032],0.672 [0.613 - 0.729],0.053 [0.044 - 0.061]
