,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.840 [0.809 - 0.871],0.771 [0.767 - 0.775],0.772 [0.718 - 0.822],0.771 [0.767 - 0.775],0.019 [0.017 - 0.022],0.542 [0.488 - 0.592],0.037 [0.032 - 0.042]
Demographic,0.739 [0.706 - 0.772],0.685 [0.681 - 0.689],0.686 [0.625 - 0.746],0.685 [0.681 - 0.689],0.012 [0.011 - 0.014],0.372 [0.309 - 0.433],0.024 [0.021 - 0.028]
Protein+Demographic,0.839 [0.807 - 0.869],0.772 [0.768 - 0.775],0.772 [0.715 - 0.823],0.772 [0.768 - 0.775],0.019 [0.017 - 0.022],0.543 [0.487 - 0.594],0.037 [0.032 - 0.042]
