,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.599 [0.582 - 0.615],0.568 [0.564 - 0.572],0.569 [0.540 - 0.594],0.568 [0.564 - 0.572],0.032 [0.029 - 0.034],0.136 [0.107 - 0.162],0.060 [0.056 - 0.064]
Demographic,0.556 [0.541 - 0.572],0.543 [0.538 - 0.547],0.542 [0.517 - 0.569],0.543 [0.538 - 0.547],0.029 [0.027 - 0.031],0.085 [0.058 - 0.112],0.055 [0.051 - 0.059]
Protein+Demographic,0.606 [0.589 - 0.621],0.577 [0.573 - 0.581],0.576 [0.549 - 0.602],0.577 [0.573 - 0.582],0.033 [0.031 - 0.035],0.154 [0.126 - 0.180],0.062 [0.058 - 0.067]
