,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.619 [0.596 - 0.640],0.581 [0.577 - 0.585],0.581 [0.545 - 0.618],0.581 [0.577 - 0.585],0.019 [0.017 - 0.021],0.162 [0.125 - 0.198],0.037 [0.034 - 0.041]
Demographic,0.602 [0.581 - 0.623],0.583 [0.578 - 0.587],0.583 [0.546 - 0.621],0.583 [0.579 - 0.587],0.019 [0.017 - 0.021],0.166 [0.129 - 0.206],0.037 [0.034 - 0.041]
Protein+Demographic,0.629 [0.608 - 0.649],0.590 [0.586 - 0.594],0.590 [0.555 - 0.628],0.590 [0.586 - 0.594],0.020 [0.018 - 0.022],0.180 [0.144 - 0.217],0.039 [0.035 - 0.042]
