,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.566 [0.515 - 0.614],0.555 [0.551 - 0.560],0.556 [0.468 - 0.633],0.555 [0.551 - 0.560],0.004 [0.003 - 0.005],0.112 [0.023 - 0.188],0.008 [0.006 - 0.010]
Demographic,0.595 [0.551 - 0.639],0.589 [0.584 - 0.593],0.591 [0.510 - 0.665],0.589 [0.584 - 0.593],0.005 [0.004 - 0.006],0.179 [0.100 - 0.252],0.009 [0.008 - 0.011]
Protein+Demographic,0.614 [0.567 - 0.655],0.575 [0.571 - 0.579],0.580 [0.500 - 0.648],0.575 [0.571 - 0.579],0.004 [0.003 - 0.005],0.156 [0.072 - 0.224],0.009 [0.007 - 0.011]
