,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.839 [0.821 - 0.854],0.771 [0.767 - 0.776],0.770 [0.731 - 0.808],0.771 [0.767 - 0.776],0.056 [0.051 - 0.061],0.542 [0.505 - 0.578],0.104 [0.095 - 0.114]
Demographic,0.883 [0.873 - 0.892],0.812 [0.808 - 0.817],0.813 [0.779 - 0.846],0.812 [0.808 - 0.817],0.071 [0.064 - 0.077],0.626 [0.592 - 0.658],0.130 [0.119 - 0.142]
Protein+Demographic,0.893 [0.884 - 0.903],0.814 [0.809 - 0.818],0.814 [0.780 - 0.848],0.814 [0.809 - 0.818],0.071 [0.065 - 0.078],0.628 [0.592 - 0.662],0.131 [0.120 - 0.142]
