,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.858 [0.832 - 0.881],0.799 [0.794 - 0.803],0.799 [0.739 - 0.856],0.799 [0.794 - 0.803],0.023 [0.019 - 0.027],0.598 [0.538 - 0.655],0.045 [0.038 - 0.052]
Demographic,0.907 [0.893 - 0.921],0.828 [0.824 - 0.833],0.829 [0.772 - 0.885],0.828 [0.824 - 0.833],0.028 [0.024 - 0.032],0.657 [0.600 - 0.715],0.054 [0.046 - 0.062]
Protein+Demographic,0.901 [0.884 - 0.915],0.828 [0.824 - 0.832],0.830 [0.774 - 0.880],0.828 [0.824 - 0.832],0.028 [0.024 - 0.032],0.658 [0.602 - 0.709],0.054 [0.047 - 0.063]
