,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.477 [0.425 - 0.536],0.483 [0.479 - 0.488],0.480 [0.390 - 0.570],0.483 [0.479 - 0.488],0.002 [0.001 - 0.002],-0.036 [-0.128 - 0.055],0.004 [0.003 - 0.005]
Demographic,0.441 [0.387 - 0.489],0.459 [0.455 - 0.464],0.460 [0.361 - 0.557],0.459 [0.455 - 0.463],0.002 [0.001 - 0.002],-0.081 [-0.178 - 0.015],0.003 [0.003 - 0.004]
Protein+Demographic,0.477 [0.425 - 0.535],0.472 [0.468 - 0.477],0.473 [0.381 - 0.561],0.472 [0.468 - 0.477],0.002 [0.001 - 0.002],-0.055 [-0.145 - 0.035],0.004 [0.003 - 0.005]
