,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.871 [0.847 - 0.893],0.789 [0.786 - 0.793],0.789 [0.739 - 0.837],0.789 [0.786 - 0.793],0.018 [0.016 - 0.021],0.579 [0.528 - 0.627],0.035 [0.031 - 0.040]
Demographic,0.867 [0.845 - 0.888],0.795 [0.792 - 0.798],0.797 [0.747 - 0.843],0.795 [0.791 - 0.798],0.019 [0.016 - 0.021],0.592 [0.543 - 0.638],0.036 [0.032 - 0.041]
Protein+Demographic,0.898 [0.876 - 0.918],0.819 [0.816 - 0.823],0.822 [0.774 - 0.867],0.819 [0.816 - 0.823],0.022 [0.019 - 0.025],0.641 [0.594 - 0.687],0.042 [0.037 - 0.048]
