,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.596 [0.570 - 0.622],0.562 [0.556 - 0.569],0.561 [0.517 - 0.609],0.562 [0.556 - 0.569],0.027 [0.023 - 0.030],0.124 [0.079 - 0.171],0.051 [0.045 - 0.057]
Demographic,0.574 [0.546 - 0.599],0.544 [0.538 - 0.551],0.544 [0.499 - 0.588],0.544 [0.538 - 0.551],0.025 [0.022 - 0.028],0.088 [0.042 - 0.133],0.047 [0.042 - 0.053]
Protein+Demographic,0.614 [0.588 - 0.642],0.567 [0.560 - 0.574],0.568 [0.521 - 0.613],0.567 [0.560 - 0.573],0.027 [0.024 - 0.031],0.135 [0.087 - 0.180],0.052 [0.046 - 0.058]
