Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GAGE2A,G antigen 2A,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,40875,284,1.27 [1.11-1.45],0.0005566380669654
GAGE2A,G antigen 2A,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,40782,191,1.22 [1.03-1.45],0.0207065447743116
GAGE2A,G antigen 2A,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",42800,189,1.22 [1.03-1.44],0.0243981126039302
GAGE2A,G antigen 2A,Chapter IX Diseases of the circulatory system,Peripheral artery disease,41178,187,1.29 [1.11-1.51],0.0010311456562606
GAGE2A,G antigen 2A,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,33117,85,1.31 [1.05-1.64],0.0190256393842597
GAGE2A,G antigen 2A,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",36025,528,0.85 [0.73-0.99],0.0392846970427287
GAGE2A,G antigen 2A,Chapter V Mental and behavioural disorders,Depression,40488,465,0.81 [0.68-0.96],0.0163918693310504
GAGE2A,G antigen 2A,Chapter V Mental and behavioural disorders,Depression or dysthymia,35630,405,0.82 [0.68-0.98],0.0319421090802214
GAGE2A,G antigen 2A,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,30477,5389,1.07 [1.02-1.12],0.0099240327815563
GAGE2A,G antigen 2A,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",39484,1961,1.07 [1.00-1.15],0.038783673886435
GAGE2A,G antigen 2A,Chapter IX Diseases of the circulatory system,Angina pectoris,38691,1168,1.12 [1.03-1.22],0.0063898451240538
GAGE2A,G antigen 2A,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,41781,773,1.11 [1.01-1.23],0.0334274592011794
GAGE2A,G antigen 2A,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,24391,731,1.17 [1.05-1.31],0.0042020877775292
GAGE2A,G antigen 2A,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,41256,215,1.23 [1.05-1.44],0.0095254550084378
GAGE2A,G antigen 2A,Chapter X Diseases of the respiratory system,Acute upper respiratory infections,42845,187,1.23 [1.04-1.46],0.0167404734503425
GAGE2A,G antigen 2A,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,32803,354,1.20 [1.05-1.37],0.0063588337892057
GAGE2A,G antigen 2A,Chapter XI Diseases of the digestive system,Diseases of liver,41798,201,1.23 [1.05-1.45],0.0111801605976294
GAGE2A,G antigen 2A,Chapter XI Diseases of the digestive system,Diseases of the digestive system,40827,516,1.14 [1.01-1.28],0.0339179420349679
GAGE2A,G antigen 2A,Chapter XI Diseases of the digestive system,Intestinal malabsorption,40424,113,1.48 [1.27-1.73],5.780625981572599e-07
GAGE2A,G antigen 2A,Chapter XI Diseases of the digestive system,Coeliac disease,40404,93,1.47 [1.24-1.75],7.352075675856967e-06
GAGE2A,G antigen 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthrosis,30027,119,1.25 [1.03-1.53],0.0236705590389787
GAGE2A,G antigen 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,30388,480,1.14 [1.02-1.29],0.0232383938617423
GAGE2A,G antigen 2A,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,42447,110,1.36 [1.13-1.63],0.0009203070696527
GAGE2A,G antigen 2A,Chapter XIV Diseases of the genitourinary system,Hyperplasia of prostate,16546,470,1.17 [1.04-1.31],0.007951867262889
GAGE2A,G antigen 2A,Chapter XIV Diseases of the genitourinary system,Other disorders of male genital organs,16243,167,1.23 [1.03-1.47],0.0203737739503734
GAGE2A,G antigen 2A,Chapter XIV Diseases of the genitourinary system,Irregular menses,23240,395,1.25 [1.11-1.40],0.0003167026256493
GAGE2A,G antigen 2A,Chapter XIV Diseases of the genitourinary system,"Excessive, frequent and irregular menstruation",18529,1145,1.10 [1.01-1.20],0.0302848162384115
GAGE2A,G antigen 2A,"Chapter IV Endocrine, nutritional and metabolic diseases","Polycystic ovarian syndrome, consortium definition",23311,173,1.32 [1.13-1.55],0.0005815160757901
