Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
MYOM3,Myomesin-3,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,10089,2370,1.15 [1.10-1.20],1.7661380323210034e-10
MYOM3,Myomesin-3,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,16002,7596,1.08 [1.06-1.11],3.051422040233799e-10
MYOM3,Myomesin-3,Chapter VI Diseases of the nervous system,Neurological diseases,18502,3505,1.10 [1.06-1.14],7.697206658360354e-08
MYOM3,Myomesin-3,Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",17746,270,1.42 [1.26-1.61],1.4094695318427822e-08
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,17416,5444,1.11 [1.08-1.14],4.0982180506201184e-12
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,16216,4244,1.12 [1.08-1.16],8.469345081090815e-12
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,16805,471,1.36 [1.24-1.50],1.3719659968996826e-10
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,16001,6802,1.08 [1.05-1.11],6.539134661471677e-09
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,13667,1695,1.16 [1.11-1.23],5.076332511747192e-09
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,14606,2634,1.13 [1.09-1.18],2.026307347593546e-09
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,13806,1834,1.20 [1.14-1.26],3.7969944001523053e-13
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,16549,215,1.60 [1.40-1.84],1.724865532788566e-11
MYOM3,Myomesin-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spinal stenosis,16903,569,1.34 [1.23-1.46],1.2616530023166538e-11
