Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18287,35,1.98 [1.37-2.85],0.0002693366874168
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),AGR2,Anterior gradient protein 2 homolog,21040,34,1.64 [1.26-2.14],0.0002560309390342
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ATRAID,All-trans retinoic acid-induced differentiation factor,18776,37,1.92 [1.36-2.70],0.0001952503568663
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),B2M,Beta-2-microglobulin,18852,36,1.74 [1.27-2.39],0.0006147350437151
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CALCB,Calcitonin gene-related peptide 2,18780,37,2.15 [1.50-3.08],3.375611751056826e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CCL21,C-C motif chemokine 21,21817,38,2.07 [1.35-3.17],0.00078398666041
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CCN3,CCN family member 3,21949,38,3.97 [2.27-6.96],1.361072337385481e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD302,CD302 antigen,21626,38,3.72 [1.87-7.42],0.0001910067633344
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD70,CD70 antigen,21725,38,2.61 [1.62-4.21],8.408332705254863e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CFD,Complement factor D,18852,36,5.30 [2.75-10.21],6.385999971539393e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CHCHD6,MICOS complex subunit MIC25,18754,38,3.36 [2.05-5.50],1.3826990492555026e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CHGA,Chromogranin-A,18827,35,1.75 [1.34-2.29],4.564112052901901e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CKAP4,Cytoskeleton-associated protein 4,21852,38,4.31 [2.20-8.45],2.1515693040955966e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),COL6A3,Collagen alpha-3(VI) chain,21981,38,4.69 [2.58-8.52],3.811954969402512e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),COLEC12,Collectin-12,21707,38,5.22 [1.97-13.81],0.0008694214946795
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EDA2R,Tumor necrosis factor receptor superfamily member 27,21925,38,5.13 [3.12-8.44],1.2547017206752333e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EDN1,Endothelin-1,18317,36,5.18 [2.51-10.71],8.945316913941223e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,21734,38,3.98 [1.86-8.51],0.0003668185243296
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EFNA4,Ephrin-A4,21554,38,3.56 [1.75-7.23],0.000449485054132
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EGFLAM,Pikachurin,18776,37,2.89 [1.67-5.03],0.0001600478313597
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ELN,Elastin,18827,37,6.71 [3.33-13.54],1.0530669786311465e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EPHA2,Ephrin type-A receptor 2,20943,38,3.21 [1.72-6.00],0.0002605736731128
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EPHB4,Ephrin type-B receptor 4,21981,38,5.60 [2.51-12.48],2.477986450787376e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),FSTL1,Follistatin-related protein 1,18317,36,4.67 [1.89-11.54],0.0008272459068033
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GAL,Galanin peptides,21817,38,0.44 [0.28-0.69],0.0003758893113987
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GAST,Gastrin,18780,37,1.41 [1.16-1.71],0.0005031976897041
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GDF15,Growth/differentiation factor 15,21981,38,1.96 [1.41-2.73],7.233578068414949e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GIPC2,PDZ domain-containing protein GIPC2,18780,37,3.90 [1.84-8.27],0.0003784554931638
