Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADA2,Adenosine deaminase 2,26632,131,2.07 [1.47-2.90],2.8147607172619752e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27026,135,2.77 [1.82-4.22],2.03616619030222e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADM,Pro-adrenomedullin,27047,133,2.80 [1.57-4.99],0.0004631926125932
Chapter XI Diseases of the digestive system,Ulcerative colitis,ANGPT2,Angiopoietin-2,27047,133,2.19 [1.55-3.10],9.164957185753492e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,ANGPTL2,Angiopoietin-related protein 2,26830,134,2.13 [1.47-3.08],5.78454003059747e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,ASGR1,Asialoglycoprotein receptor 1,26627,131,2.28 [1.44-3.62],0.0004841310103486
Chapter XI Diseases of the digestive system,Ulcerative colitis,AXL,Tyrosine-protein kinase receptor UFO,26884,131,2.40 [1.43-4.02],0.0009594973577578
Chapter XI Diseases of the digestive system,Ulcerative colitis,B4GALT1,"Beta-1,4-galactosyltransferase 1",26918,134,3.07 [1.86-5.08],1.2442412504692456e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,BSG,Basigin,27087,133,4.57 [2.26-9.28],2.505812842426836e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,BST2,Bone marrow stromal antigen 2,27064,135,1.61 [1.31-1.98],6.061901962955476e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,BTN2A1,Butyrophilin subfamily 2 member A1,26918,134,3.19 [1.89-5.40],1.535931830497479e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,BTN3A2,Butyrophilin subfamily 3 member A2,26790,129,2.06 [1.46-2.90],3.3845396716801186e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,C1QA,Complement C1q subcomponent subunit A,26998,133,2.88 [1.58-5.23],0.0005165320769537
Chapter XI Diseases of the digestive system,Ulcerative colitis,C7,Complement component C7,22771,107,2.50 [1.45-4.30],0.0009524409419372
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL11,Eotaxin,27133,133,2.47 [1.69-3.61],2.6563658599875003e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL18,C-C motif chemokine 18,26423,129,1.38 [1.20-1.60],1.2529111971267365e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL20,C-C motif chemokine 20,27133,133,1.37 [1.20-1.57],2.8677778261522124e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL21,C-C motif chemokine 21,26918,134,1.70 [1.30-2.22],0.000113753295413
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL7,C-C motif chemokine 7,26790,129,1.41 [1.16-1.71],0.0006237917984052
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD27,CD27 antigen,26871,135,2.18 [1.56-3.04],4.242312112137133e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD274,Programmed cell death 1 ligand 1,26627,131,2.05 [1.43-2.92],8.205298375828248e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD300C,CMRF35-like molecule 6,27064,135,2.21 [1.45-3.37],0.0002413635673908
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD300E,CMRF35-like molecule 2,26959,133,2.45 [1.75-3.44],1.8645951804343025e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD48,CD48 antigen,26878,134,2.32 [1.41-3.81],0.0009545810233904
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD5,T-cell surface glycoprotein CD5,27011,133,1.99 [1.33-2.99],0.0008594987034887
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD59,CD59 glycoprotein,25797,130,2.71 [1.60-4.57],0.0001949781798136
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD72,B-cell differentiation antigen CD72,22765,113,2.02 [1.40-2.93],0.0001952801095288
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD74,HLA class II histocompatibility antigen gamma chain,27064,135,2.66 [1.80-3.92],8.181317470008585e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD79B,B-cell antigen receptor complex-associated protein beta chain,27133,133,1.91 [1.41-2.60],3.4125318646382625e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD80,T-lymphocyte activation antigen CD80,23291,115,2.53 [1.67-3.82],1.1305931417956444e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD93,Complement component C1q receptor,25768,124,2.49 [1.58-3.94],9.116534700500805e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD99,CD99 antigen,26794,134,3.03 [1.57-5.85],0.0009229752022007
Chapter XI Diseases of the digestive system,Ulcerative colitis,CDCP1,CUB domain-containing protein 1,26627,131,1.69 [1.30-2.19],8.841989491153581e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CDH6,Cadherin-6,26803,130,1.92 [1.31-2.82],0.0008590336961346
Chapter XI Diseases of the digestive system,Ulcerative colitis,CELA2A,Chymotrypsin-like elastase family member 2A,23279,113,0.60 [0.45-0.79],0.0003337930916917
Chapter XI Diseases of the digestive system,Ulcerative colitis,CHRDL1,Chordin-like protein 1,26878,134,3.09 [1.94-4.91],1.920087260094842e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,CKAP4,Cytoskeleton-associated protein 4,26993,133,2.55 [1.60-4.06],8.242136556298574e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CLEC11A,C-type lectin domain family 11 member A,26749,133,1.76 [1.28-2.43],0.000564127790427
Chapter XI Diseases of the digestive system,Ulcerative colitis,CLEC14A,C-type lectin domain family 14 member A,26794,134,2.52 [1.59-3.97],7.708802524475092e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CLEC4D,C-type lectin domain family 4 member D,26790,129,1.64 [1.29-2.08],5.873811522026431e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CLEC6A,C-type lectin domain family 6 member A,26158,133,1.81 [1.35-2.43],7.086623148485315e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CNDP1,Beta-Ala-His dipeptidase,26884,131,0.58 [0.44-0.79],0.0003654333775645
Chapter XI Diseases of the digestive system,Ulcerative colitis,COL18A1,Collagen alpha-1(XVIII) chain,26902,132,3.15 [1.64-6.04],0.0005623098574468
Chapter XI Diseases of the digestive system,Ulcerative colitis,COL4A1,Collagen alpha-1(IV) chain,26803,130,1.87 [1.31-2.66],0.0005708825716982
Chapter XI Diseases of the digestive system,Ulcerative colitis,COL6A3,Collagen alpha-3(VI) chain,27140,134,2.63 [1.79-3.85],7.161657666587775e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,COLEC12,Collectin-12,26779,134,3.10 [1.78-5.41],6.265822649224661e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CRHBP,Corticotropin-releasing factor-binding protein,26779,134,2.53 [1.48-4.32],0.000716629874716
Chapter XI Diseases of the digestive system,Ulcerative colitis,CSF1,Macrophage colony-stimulating factor 1,26918,134,2.90 [1.73-4.85],4.924045737915859e-05
