Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Sleep apnoea,ACE2,Angiotensin-converting enzyme 2,27210,135,1.50 [1.21-1.86],0.0001905189362175
Chapter VI Diseases of the nervous system,Sleep apnoea,ACRV1,Acrosomal protein SP-10,23388,114,1.43 [1.25-1.64],3.00483590978403e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,ACY1,Aminoacylase-1,27703,136,1.43 [1.17-1.74],0.0004197628041283
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTSL2,ADAMTS-like protein 2,24063,119,2.06 [1.37-3.09],0.0004713197052207
Chapter VI Diseases of the nervous system,Sleep apnoea,ADGRG1,Adhesion G-protein coupled receptor G1,27585,136,1.44 [1.24-1.67],1.335367644871155e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,ADIPOQ,Adiponectin,24108,119,0.59 [0.47-0.75],8.998364739884706e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,AFM,Afamin,24108,119,4.75 [2.05-10.99],0.0002773703744112
Chapter VI Diseases of the nervous system,Sleep apnoea,AHSP,Alpha-hemoglobin-stabilizing protein,27650,134,1.41 [1.20-1.67],5.310836004001008e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,AK1,Adenylate kinase isoenzyme 1,27703,136,1.46 [1.17-1.81],0.0007673898363827
Chapter VI Diseases of the nervous system,Sleep apnoea,ALDH1A1,Retinal dehydrogenase 1,27691,134,1.59 [1.28-1.98],3.3049556254654265e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,ANGPTL3,Angiopoietin-related protein 3,27707,139,0.51 [0.35-0.74],0.0004169465730575
Chapter VI Diseases of the nervous system,Sleep apnoea,APOF,Apolipoprotein F,24093,119,0.46 [0.30-0.72],0.0006874320845594
Chapter VI Diseases of the nervous system,Sleep apnoea,BCAN,Brevican core protein,27518,130,0.46 [0.30-0.71],0.0004052079608914
Chapter VI Diseases of the nervous system,Sleep apnoea,CA3,Carbonic anhydrase 3,28004,140,1.67 [1.35-2.06],2.3136786328923907e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,CALCA,Calcitonin,27468,130,1.41 [1.18-1.68],0.0001339578427439
Chapter VI Diseases of the nervous system,Sleep apnoea,CAT,Catalase,23730,118,1.61 [1.21-2.14],0.0009860049817829
Chapter VI Diseases of the nervous system,Sleep apnoea,CD300LG,CMRF35-like molecule 9,27691,134,0.44 [0.30-0.67],0.0001035693050692
Chapter VI Diseases of the nervous system,Sleep apnoea,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,27585,136,2.48 [1.71-3.59],1.8191681435226808e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,CDH15,Cadherin-15,27923,134,1.63 [1.39-1.91],1.1912747586410763e-09
Chapter VI Diseases of the nervous system,Sleep apnoea,CDHR2,Cadherin-related family member 2,27585,136,1.53 [1.26-1.85],1.229564219451146e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,CGA,Glycoprotein hormones alpha chain,27691,134,0.69 [0.59-0.81],4.041237865251478e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,CGB3_CGB5_CGB8,Choriogonadotropin subunit beta 3,24093,119,0.46 [0.30-0.70],0.0003190348128588
Chapter VI Diseases of the nervous system,Sleep apnoea,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",24003,118,1.86 [1.32-2.63],0.0004284241185362
Chapter VI Diseases of the nervous system,Sleep apnoea,CKB,Creatine kinase B-type,24063,119,0.59 [0.44-0.80],0.0005499387631643
Chapter VI Diseases of the nervous system,Sleep apnoea,CNTN1,Contactin-1,28049,141,0.37 [0.22-0.63],0.0002691054443633
Chapter VI Diseases of the nervous system,Sleep apnoea,CNTN5,Contactin-5,27792,133,0.40 [0.26-0.61],1.84498142358878e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,COL24A1,Collagen alpha-1(XXIV) chain,23978,118,0.66 [0.51-0.83],0.0005968878773271
Chapter VI Diseases of the nervous system,Sleep apnoea,CRISP2,Cysteine-rich secretory protein 2,27958,138,1.68 [1.31-2.14],3.2134649577062144e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,DCXR,L-xylulose reductase,27772,137,1.51 [1.19-1.91],0.0006377555051555
Chapter VI Diseases of the nervous system,Sleep apnoea,DIPK2B,Divergent protein kinase domain 2B,23531,116,0.36 [0.22-0.57],1.4731118735510012e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,EDDM3B,Epididymal secretory protein E3-beta,23954,118,1.51 [1.24-1.84],3.567776807646626e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,27703,136,1.43 [1.16-1.76],0.0009578909846509
Chapter VI Diseases of the nervous system,Sleep apnoea,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,28049,141,0.43 [0.27-0.69],0.0004839980848816
Chapter VI Diseases of the nervous system,Sleep apnoea,FCRL5,Fc receptor-like protein 5,27691,134,1.69 [1.32-2.18],4.137688123974579e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,FCRLB,Fc receptor-like B,27037,133,1.62 [1.35-1.94],1.649641417179412e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,FGFR2,Fibroblast growth factor receptor 2,27772,137,2.64 [1.53-4.56],0.0005121487584036
Chapter VI Diseases of the nervous system,Sleep apnoea,FSHB,Follitropin subunit beta,23403,116,0.56 [0.43-0.72],8.131898754535044e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,GSTA3,Glutathione S-transferase A3,27037,133,1.35 [1.14-1.58],0.0003411665132109
Chapter VI Diseases of the nervous system,Sleep apnoea,GUSB,Beta-glucuronidase,27810,139,1.52 [1.23-1.88],0.0001137340034171
Chapter VI Diseases of the nervous system,Sleep apnoea,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",27886,138,1.55 [1.28-1.88],7.36853588639174e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,HBQ1,Hemoglobin subunit theta-1,27958,138,1.49 [1.19-1.85],0.0004176489671382
Chapter VI Diseases of the nervous system,Sleep apnoea,HSPB6,Heat shock protein beta-6,27958,138,1.81 [1.30-2.52],0.0004283168653695
Chapter VI Diseases of the nervous system,Sleep apnoea,IGFBP1,Insulin-like growth factor-binding protein 1,28004,140,0.80 [0.71-0.90],0.0001477355922453
Chapter VI Diseases of the nervous system,Sleep apnoea,IGFBP6,Insulin-like growth factor-binding protein 6,27576,138,2.21 [1.51-3.23],4.792622282244157e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,IGSF9,Protein turtle homolog A,24070,118,1.42 [1.18-1.69],0.0001322106867561
Chapter VI Diseases of the nervous system,Sleep apnoea,IL3RA,Interleukin-3 receptor subunit alpha,27199,136,2.32 [1.56-3.47],3.6719188036112816e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,INSL3,Insulin-like 3,24003,118,1.30 [1.14-1.47],4.60791955350555e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,27785,139,0.43 [0.30-0.61],1.5217356543846785e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,KLK3,Prostate-specific antigen,24063,119,1.30 [1.15-1.46],1.6563998762277164e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,LEP,Leptin,27703,136,0.68 [0.57-0.80],8.505446413789012e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,LGALS4,Galectin-4,27690,138,1.62 [1.26-2.07],0.0001408454522209
Chapter VI Diseases of the nervous system,Sleep apnoea,LY96,Lymphocyte antigen 96,27518,130,1.84 [1.29-2.62],0.0007172053977606
Chapter VI Diseases of the nervous system,Sleep apnoea,MB,Myoglobin,28049,141,1.57 [1.27-1.94],2.843364048788501e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,MEP1A,Meprin A subunit alpha,23978,118,1.63 [1.34-1.99],1.357979193266202e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,MMP3,Stromelysin-1,27691,134,1.66 [1.31-2.11],2.316201962460676e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,MSTN,Growth/differentiation factor 8,27210,135,1.56 [1.22-2.00],0.0003936017561439
Chapter VI Diseases of the nervous system,Sleep apnoea,MXRA8,Matrix remodeling-associated protein 8,23531,116,0.32 [0.18-0.55],3.643182978765034e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,MYOM3,Myomesin-3,23531,116,1.36 [1.15-1.61],0.0003065862604535
Chapter VI Diseases of the nervous system,Sleep apnoea,NPPC,C-type natriuretic peptide,27691,138,1.57 [1.26-1.96],6.875955952866293e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,OBP2B,Odorant-binding protein 2b,27420,130,1.53 [1.23-1.90],0.0001403394325895
Chapter VI Diseases of the nervous system,Sleep apnoea,PGF,Placenta growth factor,28034,138,2.25 [1.61-3.14],2.2834708996145205e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,PI16,Peptidase inhibitor 16,24093,119,0.21 [0.10-0.42],9.090023374283626e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,PLTP,Phospholipid transfer protein,27945,141,0.49 [0.34-0.70],0.0001214519387897
Chapter VI Diseases of the nervous system,Sleep apnoea,PON3,Serum paraoxonase/lactonase 3,27830,139,0.62 [0.48-0.79],9.68069750826982e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,PRAP1,Proline-rich acidic protein 1,24063,119,2.13 [1.36-3.34],0.0009841108918732
Chapter VI Diseases of the nervous system,Sleep apnoea,PROK1,Prokineticin-1,27691,138,1.63 [1.35-1.97],5.184655794329629e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,PRSS8,Prostasin,27599,138,1.87 [1.36-2.56],0.0001128594285462
Chapter VI Diseases of the nervous system,Sleep apnoea,PSPN,Persephin,27691,138,1.41 [1.25-1.59],3.3306970650782625e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,PTGDS,Prostaglandin-H2 D-isomerase,27485,139,2.19 [1.46-3.28],0.0001589517492544
Chapter VI Diseases of the nervous system,Sleep apnoea,PZP,Pregnancy zone protein,24108,119,0.59 [0.45-0.77],0.0001431606368979
Chapter VI Diseases of the nervous system,Sleep apnoea,RBKS,Ribokinase,27075,129,1.59 [1.21-2.09],0.0009756418342386
Chapter VI Diseases of the nervous system,Sleep apnoea,RBM19,Probable RNA-binding protein 19,23306,113,1.55 [1.21-1.99],0.0004963911382784
Chapter VI Diseases of the nervous system,Sleep apnoea,RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,23403,116,0.26 [0.12-0.55],0.0004864678765388
Chapter VI Diseases of the nervous system,Sleep apnoea,REN,Renin,27703,136,1.35 [1.15-1.58],0.0002082059145359
Chapter VI Diseases of the nervous system,Sleep apnoea,RTN4R,Reticulon-4 receptor,27958,138,1.95 [1.39-2.74],0.0001100563114281
Chapter VI Diseases of the nervous system,Sleep apnoea,SDC1,Syndecan-1,27703,136,1.71 [1.28-2.29],0.0002525298688888
Chapter VI Diseases of the nervous system,Sleep apnoea,SEZ6L2,Seizure 6-like protein 2,27585,136,0.24 [0.14-0.43],1.2881904352789702e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,SLITRK1,SLIT and NTRK-like protein 1,23388,114,0.37 [0.22-0.62],0.0002076413828668
Chapter VI Diseases of the nervous system,Sleep apnoea,SPINT3,Kunitz-type protease inhibitor 3,23978,118,1.18 [1.11-1.27],5.107911101086441e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,27672,136,1.22 [1.09-1.36],0.0003729627903937
Chapter VI Diseases of the nervous system,Sleep apnoea,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",27585,136,0.50 [0.33-0.75],0.0008612846457546
Chapter VI Diseases of the nervous system,Sleep apnoea,STC1,Stanniocalcin-1,27973,134,1.78 [1.32-2.41],0.0001628605609039
Chapter VI Diseases of the nervous system,Sleep apnoea,TEX101,Testis-expressed protein 101,23396,115,1.57 [1.24-1.99],0.0001971952484417
Chapter VI Diseases of the nervous system,Sleep apnoea,THOP1,Thimet oligopeptidase,27588,135,2.07 [1.37-3.12],0.0005412775190174
Chapter VI Diseases of the nervous system,Sleep apnoea,XG,Glycoprotein Xg,27898,140,0.52 [0.38-0.71],4.395911645370189e-05
