Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACHE,Acetylcholinesterase,19940,151,0.28 [0.17-0.46],2.978421370362091e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,23574,161,1.88 [1.29-2.75],0.000974381696664
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADA2,Adenosine deaminase 2,23322,159,1.76 [1.28-2.42],0.0005700050308374
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHNAK,Neuroblast differentiation-associated protein AHNAK,19862,156,0.41 [0.25-0.69],0.0008055106337974
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMY2A,Pancreatic alpha-amylase,22600,154,0.59 [0.43-0.80],0.0007701837563867
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMY2B,Alpha-amylase 2B,21903,146,0.56 [0.41-0.77],0.000356274794549
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,APOA4,Apolipoprotein A-IV,20439,157,0.40 [0.25-0.66],0.0002565084030944
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ART3,Ecto-ADP-ribosyltransferase 3,23547,161,0.38 [0.26-0.57],1.441681543552106e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BAG3,BAG family molecular chaperone regulator 3,23288,158,0.58 [0.44-0.76],0.0001160157162623
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BCAN,Brevican core protein,23334,158,0.38 [0.25-0.57],3.498368684972244e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,C4BPB,C4b-binding protein beta chain,23562,164,2.30 [1.68-3.15],2.3412222524088162e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA14,Carbonic anhydrase 14,23717,165,0.23 [0.16-0.32],7.688713196683271e-16
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA6,Carbonic anhydrase 6,23416,161,0.50 [0.41-0.61],6.983377021968941e-12
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CALCA,Calcitonin,23291,158,0.70 [0.57-0.86],0.0008566678032034
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CBLN4,Cerebellin-4,23717,165,0.45 [0.29-0.70],0.0003601860458181
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD14,Monocyte differentiation antigen CD14,22958,157,2.01 [1.47-2.74],1.2874306362016175e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD209,CD209 antigen,23550,160,0.46 [0.32-0.67],5.07798495288778e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD248,Endosialin,20405,158,0.47 [0.32-0.67],4.753153040221155e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD302,CD302 antigen,23397,163,2.22 [1.44-3.42],0.0002894218628343
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,23397,163,0.52 [0.36-0.77],0.000819844849803
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD99,CD99 antigen,23493,161,0.25 [0.13-0.47],1.93552379071266e-05
