Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Dental caries,ASGR1,Asialoglycoprotein receptor 1,27153,123,2.31 [1.45-3.69],0.0004512353229655
Chapter XI Diseases of the digestive system,Dental caries,CAMLG,Guided entry of tail-anchored proteins factor CAMLG,23093,105,1.59 [1.24-2.04],0.0002514926251849
Chapter XI Diseases of the digestive system,Dental caries,CCL15,C-C motif chemokine 15,27666,126,1.73 [1.27-2.35],0.0004665096411385
Chapter XI Diseases of the digestive system,Dental caries,CD59,CD59 glycoprotein,26317,122,2.59 [1.50-4.47],0.0006184754425455
Chapter XI Diseases of the digestive system,Dental caries,CFD,Complement factor D,23791,108,2.78 [1.59-4.85],0.0003308897694795
Chapter XI Diseases of the digestive system,Dental caries,CRTAC1,Cartilage acidic protein 1,27666,126,0.45 [0.28-0.72],0.0007943107439765
Chapter XI Diseases of the digestive system,Dental caries,CSF1,Macrophage colony-stimulating factor 1,27446,126,2.60 [1.55-4.34],0.0002755935979257
Chapter XI Diseases of the digestive system,Dental caries,DDX58,Antiviral innate immune response receptor RIG-I,26676,121,1.40 [1.15-1.70],0.0008058506108871
Chapter XI Diseases of the digestive system,Dental caries,GHRHR,Growth hormone-releasing hormone receptor,26690,122,1.40 [1.15-1.69],0.0006946874412271
Chapter XI Diseases of the digestive system,Dental caries,GOLM2,Protein GOLM2,27591,127,3.16 [1.73-5.77],0.0001718253098285
Chapter XI Diseases of the digestive system,Dental caries,IGLC2,Immunoglobulin lambda constant 2,23757,108,1.88 [1.31-2.68],0.0005370756899168
Chapter XI Diseases of the digestive system,Dental caries,IL6,Interleukin-6,27215,123,1.38 [1.19-1.60],1.5756602828488695e-05
Chapter XI Diseases of the digestive system,Dental caries,LAG3,Lymphocyte activation gene 3 protein,27215,123,1.71 [1.29-2.28],0.0002193714099489
Chapter XI Diseases of the digestive system,Dental caries,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,27303,123,1.85 [1.44-2.37],1.6954315835646311e-06
Chapter XI Diseases of the digestive system,Dental caries,LGALS9,Galectin-9,27307,124,2.28 [1.46-3.55],0.0002688907262036
Chapter XI Diseases of the digestive system,Dental caries,MZB1,Marginal zone B- and B1-cell-specific protein,27396,126,1.81 [1.36-2.41],4.16414855157331e-05
Chapter XI Diseases of the digestive system,Dental caries,NAMPT,Nicotinamide phosphoribosyltransferase,26676,121,1.43 [1.18-1.73],0.0003051096278768
Chapter XI Diseases of the digestive system,Dental caries,ORM1,Alpha-1-acid glycoprotein 1,23710,108,3.94 [1.75-8.88],0.0009557193705072
Chapter XI Diseases of the digestive system,Dental caries,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,23662,108,2.05 [1.43-2.93],8.728091533942316e-05
Chapter XI Diseases of the digestive system,Dental caries,PCSK9,Proprotein convertase subtilisin/kexin type 9,27666,126,2.22 [1.54-3.22],2.39850451105028e-05
Chapter XI Diseases of the digestive system,Dental caries,PI3,Elafin,26955,124,1.50 [1.18-1.92],0.000960274208449
Chapter XI Diseases of the digestive system,Dental caries,RNASE1,Ribonuclease pancreatic,23781,108,3.00 [1.68-5.38],0.0002144203738078
Chapter XI Diseases of the digestive system,Dental caries,RNASE4,Ribonuclease 4,23022,101,2.71 [1.68-4.37],4.220802187945428e-05
Chapter XI Diseases of the digestive system,Dental caries,SCARB2,Lysosome membrane protein 2,26635,120,2.23 [1.40-3.54],0.0007076821645983
Chapter XI Diseases of the digestive system,Dental caries,VSIG4,V-set and immunoglobulin domain-containing protein 4,27283,127,2.04 [1.43-2.90],7.322285489970194e-05
Chapter XI Diseases of the digestive system,Dental caries,YAP1,Transcriptional coactivator YAP1,23685,107,2.54 [1.47-4.39],0.0008727527010753
