Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Mycoses,ABCA2,ATP-binding cassette sub-family A member 2,23527,43,2.40 [1.52-3.80],0.0001773095450728
Chapter I Certain infectious and parasitic diseases,Mycoses,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23613,44,1.76 [1.30-2.39],0.0002507651427281
Chapter I Certain infectious and parasitic diseases,Mycoses,ADM,Pro-adrenomedullin,28223,43,5.95 [2.42-14.63],0.0001037267218471
Chapter I Certain infectious and parasitic diseases,Mycoses,AGRN,Agrin,28098,45,2.72 [1.54-4.80],0.0005737815806652
Chapter I Certain infectious and parasitic diseases,Mycoses,ALCAM,CD166 antigen,28321,45,7.36 [2.59-20.92],0.0001813951766302
Chapter I Certain infectious and parasitic diseases,Mycoses,ANGPT2,Angiopoietin-2,28223,43,2.71 [1.54-4.76],0.000544233914274
Chapter I Certain infectious and parasitic diseases,Mycoses,BGLAP,Osteocalcin,24295,45,1.72 [1.26-2.35],0.0005627455435083
Chapter I Certain infectious and parasitic diseases,Mycoses,CCL22,C-C motif chemokine 22,27656,44,1.98 [1.33-2.95],0.0007353083233476
Chapter I Certain infectious and parasitic diseases,Mycoses,CD27,CD27 antigen,28038,43,2.52 [1.47-4.31],0.0007628506706195
Chapter I Certain infectious and parasitic diseases,Mycoses,CD74,HLA class II histocompatibility antigen gamma chain,28237,44,3.33 [1.80-6.18],0.0001343047965845
Chapter I Certain infectious and parasitic diseases,Mycoses,CD83,CD83 antigen,27962,44,3.86 [2.18-6.82],3.5433893904132243e-06
Chapter I Certain infectious and parasitic diseases,Mycoses,CGA,Glycoprotein hormones alpha chain,27960,44,1.49 [1.23-1.81],5.374771552908111e-05
Chapter I Certain infectious and parasitic diseases,Mycoses,CHGA,Chromogranin-A,24295,45,1.65 [1.31-2.09],2.7985598102254244e-05
Chapter I Certain infectious and parasitic diseases,Mycoses,CKAP4,Cytoskeleton-associated protein 4,28159,45,3.07 [1.59-5.93],0.0008124696870832
