Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,COL9A1,Collagen alpha-1(IX) chain,44404,109,2.39 [1.81-3.14],5.297569036998471e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,CXCL13,C-X-C motif chemokine 13,44866,112,1.54 [1.35-1.75],7.106501922695959e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,EDA2R,Tumor necrosis factor receptor superfamily member 27,44851,112,3.59 [2.64-4.90],5.879073776647836e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,GDF15,Growth/differentiation factor 15,45012,112,2.24 [1.81-2.77],1.096313539894259e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,SEZ6L2,Seizure 6-like protein 2,44261,108,4.55 [2.84-7.29],2.871923184125497e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,WFDC2,WAP four-disulfide core domain protein 2,42244,102,2.80 [2.05-3.82],7.893111080163478e-11
