Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of pancreas,AREG,Amphiregulin,47567,304,1.89 [1.57-2.28],3.1528590321189515e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,BSG,Basigin,48219,302,4.74 [3.05-7.38],5.2095358665823945e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,BTN2A1,Butyrophilin subfamily 2 member A1,47972,305,3.23 [2.37-4.40],1.1943040066329354e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD27,CD27 antigen,47914,303,2.04 [1.65-2.52],3.1736743364644794e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD300C,CMRF35-like molecule 6,48198,304,2.59 [1.99-3.37],1.175116695048851e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD300E,CMRF35-like molecule 2,48029,303,2.26 [1.82-2.80],1.4389643925568124e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD302,CD302 antigen,47567,304,2.76 [2.11-3.61],1.4243750464906917e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD59,CD59 glycoprotein,46034,297,2.96 [2.17-4.05],9.816113642332177e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD74,HLA class II histocompatibility antigen gamma chain,48198,304,2.68 [2.09-3.46],1.8246560435285984e-14
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD83,CD83 antigen,47705,300,2.53 [1.96-3.26],9.355886415393225e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CKAP4,Cytoskeleton-associated protein 4,48063,300,2.88 [2.28-3.64],1.2765451822897649e-18
Chapter XI Diseases of the digestive system,Other diseases of pancreas,COL6A3,Collagen alpha-3(VI) chain,48365,307,2.39 [1.88-3.04],1.0209426449158854e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,COLEC12,Collectin-12,47739,304,3.29 [2.34-4.61],5.402348841141367e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CSF1,Macrophage colony-stimulating factor 1,47972,305,3.54 [2.56-4.91],2.7862257200270533e-14
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CST3,Cystatin-C,47880,306,2.65 [1.95-3.59],4.2002220753241837e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,DLL1,Delta-like protein 1,47914,303,2.77 [2.05-3.75],4.494112934298188e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,DSC2,Desmocollin-2,47250,300,2.31 [1.86-2.88],6.049949385729863e-14
Chapter XI Diseases of the digestive system,Other diseases of pancreas,EDA2R,Tumor necrosis factor receptor superfamily member 27,48181,304,2.37 [1.90-2.97],4.8338058696456725e-14
Chapter XI Diseases of the digestive system,Other diseases of pancreas,EFNA1,Ephrin-A1,47705,302,3.28 [2.45-4.38],1.2607048055331868e-15
Chapter XI Diseases of the digestive system,Other diseases of pancreas,EFNA4,Ephrin-A4,47325,301,2.54 [1.98-3.25],1.919378865246801e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,EPHA2,Ephrin type-A receptor 2,46050,297,2.45 [1.97-3.05],6.003092080459681e-16
Chapter XI Diseases of the digestive system,Other diseases of pancreas,EPHB4,Ephrin type-B receptor 4,48365,307,2.97 [2.13-4.16],2.0648406242440947e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,FGF23,Fibroblast growth factor 23,48101,304,1.50 [1.32-1.71],8.336943837388654e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,FSTL3,Follistatin-related protein 3,47663,303,2.53 [1.92-3.32],3.392787409791182e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,GDF15,Growth/differentiation factor 15,48365,307,2.03 [1.75-2.36],2.2108252352206032e-20
Chapter XI Diseases of the digestive system,Other diseases of pancreas,GFRA1,GDNF family receptor alpha-1,48107,304,3.34 [2.43-4.58],9.999661162321757e-14
Chapter XI Diseases of the digestive system,Other diseases of pancreas,HAVCR1,Hepatitis A virus cellular receptor 1,48113,304,1.57 [1.36-1.81],6.859340457433633e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,HAVCR2,Hepatitis A virus cellular receptor 2,47784,304,2.73 [2.14-3.47],3.0656486543902876e-16
Chapter XI Diseases of the digestive system,Other diseases of pancreas,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,47413,299,2.68 [1.97-3.65],4.1861951065547434e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,40375,252,2.20 [1.71-2.84],8.518475571079911e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,IFNGR1,Interferon gamma receptor 1,47972,305,3.23 [2.31-4.51],5.875425440065717e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,IGFBP4,Insulin-like growth factor-binding protein 4,47174,301,2.05 [1.71-2.46],1.233466223272532e-14
Chapter XI Diseases of the digestive system,Other diseases of pancreas,IGFBPL1,Insulin-like growth factor-binding protein-like 1,47765,303,2.45 [1.89-3.17],1.3571135971501971e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,IL10RB,Interleukin-10 receptor subunit beta,47972,305,2.35 [1.82-3.05],1.1078537911165584e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,IL18BP,Interleukin-18-binding protein,47961,306,2.72 [2.07-3.58],8.57986869310876e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,LAYN,Layilin,47327,300,2.44 [1.91-3.11],7.1106412556613e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,LGALS9,Galectin-9,47739,302,2.64 [1.99-3.50],1.6336821537912488e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,LTBR,Tumor necrosis factor receptor superfamily member 3,47500,300,3.17 [2.38-4.22],2.1907112568420823e-15
Chapter XI Diseases of the digestive system,Other diseases of pancreas,NBL1,Neuroblastoma suppressor of tumorigenicity 1,47914,303,3.21 [2.28-4.52],2.105845751730769e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,NECTIN2,Nectin-2,47698,302,2.74 [2.05-3.67],1.2342867582935487e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,NECTIN4,Nectin-4,47914,303,2.44 [1.94-3.07],3.224348661261292e-14
Chapter XI Diseases of the digestive system,Other diseases of pancreas,NPDC1,Neural proliferation differentiation and control protein 1,47765,303,2.25 [1.77-2.87],4.9016364986162365e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,OSCAR,Osteoclast-associated immunoglobulin-like receptor,47818,304,2.63 [1.96-3.54],1.421015229947656e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,PGF,Placenta growth factor,48294,303,2.67 [2.13-3.35],1.2225752586510065e-17
Chapter XI Diseases of the digestive system,Other diseases of pancreas,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,47784,304,3.18 [2.39-4.23],2.012392947688987e-15
Chapter XI Diseases of the digestive system,Other diseases of pancreas,PLAUR,Urokinase plasminogen activator surface receptor,47429,299,3.89 [2.83-5.34],5.217727329169692e-17
Chapter XI Diseases of the digestive system,Other diseases of pancreas,REG1A,Lithostathine-1-alpha,47497,300,1.76 [1.50-2.07],7.091448067237868e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,REG1B,Lithostathine-1-beta,48365,307,1.57 [1.36-1.81],7.484343863541326e-10
Chapter XI Diseases of the digestive system,Other diseases of pancreas,REG3A,Regenerating islet-derived protein 3-alpha,48365,307,1.58 [1.37-1.81],8.850183119734156e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,RELT,Tumor necrosis factor receptor superfamily member 19L,47784,304,2.86 [2.13-3.85],3.788298897516049e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,SCARB2,Lysosome membrane protein 2,46504,295,2.90 [2.28-3.67],1.795415383787047e-18
Chapter XI Diseases of the digestive system,Other diseases of pancreas,SIGLEC10,Sialic acid-binding Ig-like lectin 10,47705,300,2.16 [1.72-2.71],3.983183125613591e-11
Chapter XI Diseases of the digestive system,Other diseases of pancreas,SPINK1,Serine protease inhibitor Kazal-type 1,47784,304,1.96 [1.62-2.37],6.45527009827339e-12
Chapter XI Diseases of the digestive system,Other diseases of pancreas,TFF2,Trefoil factor 2,47896,305,1.75 [1.51-2.04],3.4172567653622376e-13
Chapter XI Diseases of the digestive system,Other diseases of pancreas,TFF3,Trefoil factor 3,47723,305,1.61 [1.38-1.87],6.45713760319822e-10
