Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,ASGR1,Asialoglycoprotein receptor 1,43938,299,2.71 [2.06-3.57],9.80229689926712e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,B2M,Beta-2-microglobulin,38538,265,1.64 [1.41-1.90],5.378057666320571e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,CD302,CD302 antigen,44095,296,2.43 [1.84-3.20],3.2478451596590153e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",38394,263,2.02 [1.64-2.50],6.89241642885405e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,DTNB,Dystrobrevin beta,38231,262,2.02 [1.64-2.50],6.577005186698447e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,EDA2R,Tumor necrosis factor receptor superfamily member 27,44661,303,2.23 [1.77-2.81],1.1371992972454532e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,EFNA4,Ephrin-A4,43865,299,2.49 [1.90-3.26],4.056136982807188e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,FABP3,"Fatty acid-binding protein, heart",38492,262,1.93 [1.61-2.31],5.95247165888815e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,GDF15,Growth/differentiation factor 15,44828,304,1.90 [1.63-2.21],9.91230738759552e-17
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,HSPB6,Heat shock protein beta-6,44661,303,2.40 [1.93-3.00],7.542108579560153e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,IGFBP4,Insulin-like growth factor-binding protein 4,43720,301,1.95 [1.63-2.35],9.584977118331724e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,LGALS9,Galectin-9,44273,305,2.66 [2.01-3.53],9.482955850100242e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,43448,299,2.16 [1.75-2.67],6.719254274083153e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,MYLPF,"Myosin regulatory light chain 2, skeletal muscle isoform",37425,256,1.66 [1.43-1.92],3.997304764714141e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,NEFL,Neurofilament light polypeptide,43135,294,1.79 [1.50-2.13],1.0294141235061494e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,RBFOX3,RNA binding protein fox-1 homolog 3,38411,260,2.06 [1.75-2.44],1.7425509238444133e-17
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,SCARB2,Lysosome membrane protein 2,43103,291,2.33 [1.79-3.03],2.6726245710513567e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,SHISA5,Protein shisa-5,38490,264,2.46 [1.90-3.18],6.790777416405469e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,44297,304,2.45 [1.84-3.25],7.445123138078645e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,44297,304,1.70 [1.44-2.01],2.679029922224997e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,UMOD,Uromodulin,44687,303,0.58 [0.49-0.68],3.8551666992244036e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,WFDC2,WAP four-disulfide core domain protein 2,42053,283,1.99 [1.61-2.46],1.8490401525926599e-10
