Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,B4GALT1,"Beta-1,4-galactosyltransferase 1",28442,61,3.35 [1.68-6.68],0.0005801099704331
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,BTN2A1,Butyrophilin subfamily 2 member A1,28442,61,3.61 [1.78-7.33],0.0003812158214271
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CD14,Monocyte differentiation antigen CD14,27692,63,2.32 [1.46-3.69],0.000394875401571
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CD160,CD160 antigen,28655,64,2.09 [1.38-3.16],0.0005098457951552
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CD27,CD27 antigen,28383,63,2.52 [1.64-3.89],2.772910394589142e-05
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CD300A,CMRF35-like molecule 8,24055,60,4.52 [2.31-8.87],1.122491447492998e-05
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CDH1,Cadherin-1,27347,61,1.85 [1.32-2.58],0.000331715625087
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CGREF1,Cell growth regulator with EF hand domain protein 1,28317,66,2.43 [1.53-3.87],0.0001741535186156
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CKAP4,Cytoskeleton-associated protein 4,28504,64,2.70 [1.51-4.82],0.000782856872377
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,CRISP2,Cysteine-rich secretory protein 2,28571,64,0.58 [0.42-0.80],0.0008645212990235
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,DLL1,Delta-like protein 1,28383,63,3.19 [1.65-6.19],0.0005856651794229
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,DNM3,Dynamin-3,24568,62,1.72 [1.26-2.36],0.0007012013291403
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,EFNA4,Ephrin-A4,28074,65,2.79 [1.54-5.04],0.0006969757479562
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,HSPA2,Heat shock-related 70 kDa protein 2,24489,62,1.83 [1.29-2.58],0.0006694566904044
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,IL10RB,Interleukin-10 receptor subunit beta,28442,61,2.73 [1.77-4.21],5.607385372449408e-06
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,IL12RB1,Interleukin-12 receptor subunit beta-1,27791,63,2.39 [1.43-4.01],0.000918300003577
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,INHBB,Inhibin beta B chain,24055,60,2.27 [1.49-3.45],0.0001294539656318
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,MMUT,"Methylmalonyl-CoA mutase, mitochondrial",23822,59,1.84 [1.30-2.59],0.0005364060271623
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,NECTIN2,Nectin-2,28284,66,3.48 [1.93-6.28],3.2885098352718135e-05
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B,24153,60,1.43 [1.16-1.76],0.0007378995103002
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,RCOR1,REST corepressor 1,27811,65,1.57 [1.21-2.03],0.0007630874675262
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,RNASE1,Ribonuclease pancreatic,24628,62,3.25 [1.71-6.19],0.0003414553671584
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,RNASE6,Ribonuclease K6,24453,62,2.35 [1.57-3.52],3.586918289632736e-05
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,SIRPB1,Signal-regulatory protein beta-1,28245,61,2.45 [1.54-3.91],0.0001693772928287
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,TGFBR2,TGF-beta receptor type-2,28383,63,2.49 [1.47-4.23],0.0007090932478353
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,28655,64,2.38 [1.46-3.88],0.0005253994630721
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,28350,61,3.24 [1.75-6.02],0.0001893046097474
