Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,APOE,Apolipoprotein E,24663,66,0.36 [0.22-0.59],6.587869843873181e-05
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,C1QA,Complement C1q subcomponent subunit A,28531,67,3.66 [1.72-7.75],0.0007251822265245
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,CD109,CD109 antigen,28329,66,3.09 [1.61-5.93],0.0007058244323166
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,24617,66,1.80 [1.28-2.53],0.0007574172755614
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,EXTL1,Exostosin-like 1,23843,64,1.72 [1.30-2.28],0.0001702406071645
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,FGL1,Fibrinogen-like protein 1,24650,66,1.84 [1.29-2.63],0.0007833291959204
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,GFAP,Glial fibrillary acidic protein,27606,64,3.48 [2.74-4.42],1.6776506622667606e-24
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,NEFL,Neurofilament light polypeptide,27578,66,3.04 [2.29-4.04],1.6045763828711146e-14
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,TCOF1,Treacle protein,24626,66,2.14 [1.39-3.31],0.000573311776584
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,TXNDC15,Thioredoxin domain-containing protein 15,28407,68,3.56 [1.97-6.44],2.499184576240873e-05
