Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",CHRDL2,Chordin-like protein 2,13551,82,1.71 [1.29-2.27],0.0001887597839252
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",EPO,Erythropoietin,13534,81,1.37 [1.14-1.65],0.0007980603453746
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",GP2,Pancreatic secretory granule membrane major glycoprotein GP2,13145,79,1.54 [1.30-1.83],1.0130724693847046e-06
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",IL19,Interleukin-19,13212,80,1.52 [1.19-1.94],0.0008243720802422
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",KLK4,Kallikrein-4,13675,85,1.56 [1.20-2.02],0.0007576643381523
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",PAEP,Glycodelin,13466,84,1.31 [1.16-1.48],1.9145150786584804e-05
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",SCN3B,Sodium channel subunit beta-3,11396,68,1.59 [1.22-2.08],0.0006405455652481
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",SSB,Lupus La protein,13208,80,1.36 [1.14-1.63],0.0007753828777426
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",TFRC,Transferrin receptor protein 1,13576,86,2.06 [1.37-3.09],0.0005274411174697
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",TSPAN1,Tetraspanin-1,13320,81,2.05 [1.40-3.00],0.0002374941808037
Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",WFDC2,WAP four-disulfide core domain protein 2,12827,82,2.36 [1.48-3.77],0.0003260703941327
