Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,ART3,Ecto-ADP-ribosyltransferase 3,28407,127,0.45 [0.28-0.72],0.0008057598463047
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,CALCB,Calcitonin gene-related peptide 2,24539,118,1.75 [1.32-2.33],0.0001179614073106
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,CAPN3,Calpain-3,24494,116,1.68 [1.26-2.23],0.0004243172463582
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,CCL19,C-C motif chemokine 19,28593,126,1.20 [1.09-1.33],0.0002578105771872
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,CD248,Endosialin,24601,117,0.50 [0.33-0.75],0.0008576312811911
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,CSRP3,Cysteine and glycine-rich protein 3,23828,115,1.29 [1.12-1.48],0.000318540748149
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,EDA2R,Tumor necrosis factor receptor superfamily member 27,28579,126,2.26 [1.56-3.29],1.976813290423276e-05
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,EPHX2,Bifunctional epoxide hydrolase 2,27821,121,1.40 [1.16-1.69],0.0004372406796326
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,HSPB6,Heat shock protein beta-6,28579,126,1.98 [1.39-2.81],0.0001409551018191
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,IL4,Interleukin-4,27801,122,1.48 [1.18-1.86],0.0008002762018022
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,IL6,Interleukin-6,28200,126,1.31 [1.12-1.52],0.0007188364048402
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,MB,Myoglobin,28675,127,1.64 [1.30-2.06],2.4123407831726733e-05
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,MEGF10,Multiple epidermal growth factor-like domains protein 10,28305,126,2.23 [1.52-3.27],4.341319336142875e-05
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",24539,118,2.04 [1.35-3.08],0.0007431894771563
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,MYBPC1,"Myosin-binding protein C, slow-type",24611,115,1.56 [1.28-1.90],8.61294414962151e-06
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,MYL3,Myosin light chain 3,23928,116,1.53 [1.23-1.90],0.0001084868153882
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,MYOM3,Myomesin-3,24061,114,1.46 [1.22-1.74],2.9274465248587632e-05
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,NCAN,Neurocan core protein,28593,126,0.43 [0.29-0.64],2.989251385372768e-05
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,NEFL,Neurofilament light polypeptide,27564,122,3.16 [2.66-3.76],1.294717387456869e-38
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,OLR1,Oxidized low-density lipoprotein receptor 1,28053,122,1.45 [1.17-1.80],0.0007907568876584
Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,SELPLG,P-selectin glycoprotein ligand 1,28308,124,0.47 [0.31-0.73],0.0007588711859942
